port_name,ship_count,category,needs_research
Bokn,1,likely_real_port,True
Sunds,1,likely_real_port,True
"Deer, s",1,likely_real_port,True
Flevo,1,likely_real_port,True
Tern Co. Havre,1,likely_real_port,True
Edouard,1,likely_real_port,True
Örebro,1,likely_real_port,True
Cim,1,ocr_error,False
-Thorev,1,ambiguous,True
Thoresn,1,likely_real_port,True
Marienham,1,likely_real_port,True
Manglerud,1,likely_real_port,True
Drammens,1,likely_real_port,True
Patrickswald,1,likely_real_port,True
Olson,1,likely_real_port,True
Seafield,1,likely_real_port,True
Steinen,1,likely_real_port,True
Apollonicas,1,likely_real_port,True
Piece,1,likely_real_port,True
Jr.,1,ocr_error,False
Ytstein,1,likely_real_port,True
"Rofn, Westerbnik, p. timber. do. Do.",1,parsing_error,False
Huld,1,likely_real_port,True
"Abo, pamphlets. Holborn. Lady Cairns",1,likely_real_port,True
Julyatus,1,likely_real_port,True
Gove,1,likely_real_port,True
Cygnet,1,likely_real_port,True
Holt,1,likely_real_port,True
Misth,1,likely_real_port,True
Clio,1,likely_real_port,True
II,1,ambiguous,True
Eagle,1,likely_real_port,True
Logan,1,likely_real_port,True
Fayolle,1,likely_real_port,True
Bjarne,1,likely_real_port,True
Kon'gsberg,1,likely_real_port,True
Hower,1,likely_real_port,True
Caderona,1,likely_real_port,True
Drobaken,1,likely_real_port,True
Fuenf,1,likely_real_port,True
Maas,1,likely_real_port,True
Caspar,1,likely_real_port,True
Reid,1,likely_real_port,True
Burchard,1,likely_real_port,True
Halmstadt & Warberg,1,likely_real_port,True
Aamaes,1,likely_real_port,True
Falkenb'g,1,likely_real_port,True
Parisienne,1,likely_real_port,True
Domsjo and Nordsmalings,1,likely_real_port,True
K. Tor,1,ambiguous,True
Ulea,1,likely_real_port,True
"Digby, N.S.",1,ambiguous,True
Peubla,1,likely_real_port,True
Halmsund,1,likely_real_port,True
Bonne Riviere,1,likely_real_port,True
Eberhardson,1,likely_real_port,True
Brostrom,1,likely_real_port,True
Berger,1,likely_real_port,True
Rosen,1,likely_real_port,True
Vergelius,1,likely_real_port,True
Bergstrom,1,likely_real_port,True
Pettersson,1,likely_real_port,True
Knap,1,likely_real_port,True
Carlson,1,likely_real_port,True
Williamson,1,likely_real_port,True
Findenn,1,likely_real_port,True
Jonasson,1,likely_real_port,True
Jensson,1,likely_real_port,True
Videsgaard,1,likely_real_port,True
Halberg,1,likely_real_port,True
Nilson,1,likely_real_port,True
Jorgensou,1,likely_real_port,True
Pels,1,likely_real_port,True
Lundberg,1,likely_real_port,True
Helmerson,1,likely_real_port,True
Hansson,1,likely_real_port,True
Karlsson,1,likely_real_port,True
Berglund,1,likely_real_port,True
Kristoffersen,1,likely_real_port,True
Soderberg,1,likely_real_port,True
Larsson,1,likely_real_port,True
Jakobsen,1,likely_real_port,True
Johansen,1,likely_real_port,True
Hensen,1,likely_real_port,True
Magnusson,1,likely_real_port,True
G. Johnson,1,likely_real_port,True
C. Gotbring,1,likely_real_port,True
Jack,1,likely_real_port,True
Evensen,1,likely_real_port,True
Finn,1,likely_real_port,True
Painpoot,1,likely_real_port,True
Order. Eurydice,1,likely_real_port,True
Watson,1,likely_real_port,True
Vanvone,1,likely_real_port,True
Lob,1,ocr_error,False
Bruhn,1,likely_real_port,True
Baye,1,likely_real_port,True
Henderson,1,likely_real_port,True
Bryan,1,likely_real_port,True
Rees,1,likely_real_port,True
Barties,1,likely_real_port,True
James,1,likely_real_port,True
Brabazon,1,likely_real_port,True
"Guysboro,' N.S.",1,ambiguous,True
Kopmaneholmen,1,likely_real_port,True
Cronstadt & Fredrikshamn,1,likely_real_port,True
Fredrikshal,1,likely_real_port,True
Pacagoula,1,likely_real_port,True
Pleasant,1,likely_real_port,True
Dorchester,1,likely_real_port,True
Orkedsalsoren,1,likely_real_port,True
Botorphshamn,1,likely_real_port,True
Frostkorge,1,likely_real_port,True
Sandfiord,1,likely_real_port,True
Herte,1,likely_real_port,True
Nivero,1,likely_real_port,True
Emilie,1,likely_real_port,True
Gidenbacha,1,likely_real_port,True
Asbaca,1,likely_real_port,True
Gidebacka,1,likely_real_port,True
Grinsted,1,likely_real_port,True
Trenberth,1,likely_real_port,True
Port Medway,1,likely_real_port,True
Skelleftes,1,likely_real_port,True
Utoo,1,likely_real_port,True
Lilla Warten,1,likely_real_port,True
"St. John, N.P.",1,ambiguous,True
Gymer,1,likely_real_port,True
Domsjo and Nordmaling,1,likely_real_port,True
Swedish yard Margaretha,1,likely_real_port,True
Mon'real,1,likely_real_port,True
Ornsjoldvik,1,likely_real_port,True
Killeviken,1,likely_real_port,True
"Soderhamn, &c.",1,likely_real_port,True
Kargeroe,1,likely_real_port,True
Lovia,1,likely_real_port,True
Swedish yard Aljuca,1,likely_real_port,True
", timber merchant, Saw",1,parsing_error,False
Gefle & Stockholm,1,likely_real_port,True
Skattebones,1,likely_real_port,True
Hommelvig,1,likely_real_port,True
Lapporte,1,likely_real_port,True
Maramham,1,likely_real_port,True
FOREMAN.,1,likely_real_port,True
D'anzig,1,likely_real_port,True
Halifax and Portland,1,likely_real_port,True
Patoum,1,likely_real_port,True
Maranham,1,likely_real_port,True
Raffso,1,likely_real_port,True
Donlin,1,likely_real_port,True
Lee,1,ocr_error,False
Missouri,1,likely_real_port,True
Sables d'Olome,1,likely_real_port,True
Samarang,1,likely_real_port,True
Port L'Abbé,1,likely_real_port,True
Grop,1,likely_real_port,True
Celines,1,likely_real_port,True
Order Peter,1,likely_real_port,True
Bolax,1,likely_real_port,True
Gefle & Soderhamn,1,likely_real_port,True
"West Point, Virginia",1,likely_real_port,True
Treffenberg,1,likely_real_port,True
", Bethnal Colson",1,ambiguous,True
", Finsbury Park Taylor",1,ambiguous,True
Duke,1,likely_real_port,True
"Norfolk, Va,",1,likely_real_port,True
Halmstadt and Warberg,1,likely_real_port,True
Mannheim,1,likely_real_port,True
Nordmaling and Hernosand,1,likely_real_port,True
Pampel,1,likely_real_port,True
Esvik,1,likely_real_port,True
Apalachicula,1,likely_real_port,True
Portland Maine,1,likely_real_port,True
Drambak,1,likely_real_port,True
Falkonberg,1,likely_real_port,True
Kopmanhalmon,1,likely_real_port,True
"New York, U.S.",1,ambiguous,True
Hernasand,1,likely_real_port,True
Railway sheds Europa,1,likely_real_port,True
Kongsbacka,1,likely_real_port,True
Latimer,1,likely_real_port,True
"Gentlemen, most his proposition that Mr. u. It has been a very to see Mr. Churchill ir amongst us at our to have recognised the which he has entered in connection with realize, certainly, very which I feel sure the from this association. dy expressed themselves in this way, by a vote or the services he has does not represent the at this annual presented at this very great pleasure, the proposition which",1,likely_real_port,True
"only, that you have kindly little I have been able to do. Having said what I did leave of you, I can now only sincerely terminated.  WASHED AWAY.",1,ambiguous,True
"Newport, Va.",1,likely_real_port,True
Edewalla,1,likely_real_port,True
QUEBEC.,1,likely_real_port,True
Dorkt,1,likely_real_port,True
Lyngoor,1,likely_real_port,True
San lefjord,1,likely_real_port,True
Oploe,1,likely_real_port,True
WOOD.,1,parsing_error,False
"sheds, and is thus enabled to continue his special feature of selling thoroughly seasoned woods. KING'S LYNN.",1,parsing_error,False
London and Morter,1,likely_real_port,True
BUCKS.,1,likely_real_port,True
DEVON.,1,likely_real_port,True
Garnon.,1,likely_real_port,True
KENT.,1,likely_real_port,True
HANTS.,1,likely_real_port,True
NORFOLK.,1,likely_real_port,True
SURREY.,1,likely_real_port,True
Portland & Halifax,1,likely_real_port,True
"Richmond, Va.",1,likely_real_port,True
Leopold,1,likely_real_port,True
"Glasgow, ss-",1,likely_real_port,True
Dumfries,1,likely_real_port,True
Army,1,likely_real_port,True
Aussig,1,likely_real_port,True
Dortmund,1,likely_real_port,True
PORT,1,likely_real_port,True
COCOA.,1,likely_real_port,True
Kallundborg,1,likely_real_port,True
Delfhaven,1,likely_real_port,True
Act,1,ocr_error,False
Western Railway Com,1,likely_real_port,True
Son a,1,likely_real_port,True
Döboy,1,likely_real_port,True
"Cardigan, P.E.I.",1,ambiguous,True
Winnipeg,1,likely_real_port,True
Bo Ista,1,likely_real_port,True
Key West,1,likely_real_port,True
Order pit,1,likely_real_port,True
Mobile Bay,1,likely_real_port,True
", Ashby",1,ambiguous,True
Salo,1,likely_real_port,True
F. Fredrikstad,1,likely_real_port,True
Holmsbo,1,likely_real_port,True
Sondswall,1,likely_real_port,True
Gallstrom,1,likely_real_port,True
Rockabema,1,likely_real_port,True
"Herring Neck, N.fld.",1,likely_real_port,True
"Western Railway Company for the supply of a large quantity of creosote oil for timber preserving purposes, for which, we believe, it has been found very suitable. The success of Messrs. Baird & Co. possesses considerable local interest and importance, for their creosote oil is one of the by",1,parsing_error,False
Wycoomagh,1,likely_real_port,True
Canada yard Sandvik,1,likely_real_port,True
Rentsborg,1,likely_real_port,True
Drng,1,likely_real_port,True
Anne,1,likely_real_port,True
Laurent,1,likely_real_port,True
Gene,1,likely_real_port,True
Nader Kalix,1,likely_real_port,True
Kannissaru,1,likely_real_port,True
Huddersfield,1,likely_real_port,True
H. E.,1,ocr_error,False
Sundorne,1,likely_real_port,True
Economy Point,1,likely_real_port,True
Visero,1,likely_real_port,True
Sandarne & Swartwik,1,likely_real_port,True
"Drysdale, N.B.",1,likely_real_port,True
Three Towns,1,likely_real_port,True
"Bay Verte, N.B. to Preston",1,likely_real_port,True
Borggvara,1,likely_real_port,True
Hernhamn,1,likely_real_port,True
Woolwich,1,likely_real_port,True
Parker,1,likely_real_port,True
Labrador,1,likely_real_port,True
Saltkalla,1,likely_real_port,True
"Bangor, M.",1,ambiguous,True
Christiania & Drobak,1,likely_real_port,True
DEPOT,1,likely_real_port,True
Warsop,1,likely_real_port,True
Neptuno,1,likely_real_port,True
Pol,1,ocr_error,False
St. Olaf,1,likely_real_port,True
Jern,1,likely_real_port,True
Thor,1,likely_real_port,True
Patron,1,likely_real_port,True
Aanblik,1,likely_real_port,True
W. Walton. Allis,1,likely_real_port,True
Orion,1,likely_real_port,True
Sampo,1,likely_real_port,True
"St. Petersburg, deals",1,likely_real_port,True
Stobart,1,likely_real_port,True
Agnes,1,likely_real_port,True
Corinne,1,likely_real_port,True
Carrière,1,likely_real_port,True
Harpsund,1,likely_real_port,True
Avon,1,likely_real_port,True
Again,1,likely_real_port,True
Isadora,1,likely_real_port,True
Drypool,1,likely_real_port,True
Daring,1,likely_real_port,True
Fama,1,likely_real_port,True
Judith,1,likely_real_port,True
Amalia,1,likely_real_port,True
Minto,1,likely_real_port,True
Valetta,1,likely_real_port,True
Margarita,1,likely_real_port,True
L.,1,ocr_error,False
Escallonia,1,likely_real_port,True
United,1,likely_real_port,True
R. F. Glover & Co. Brunhild,1,ambiguous,True
Burn,1,likely_real_port,True
Shee,1,likely_real_port,True
Tilt,1,likely_real_port,True
Sulina,1,likely_real_port,True
Pieta.,1,likely_real_port,True
J. S.,1,ocr_error,False
Gamleilson,1,likely_real_port,True
Skon,1,likely_real_port,True
Daa,1,ocr_error,False
Tomea,1,likely_real_port,True
Lish.,1,likely_real_port,True
Southfree,1,likely_real_port,True
P. Lovile,1,likely_real_port,True
S. Kalmar,1,likely_real_port,True
Ditto,1,likely_real_port,True
Bridge,1,likely_real_port,True
Vladistock,1,likely_real_port,True
Hutt,1,likely_real_port,True
Sundvall,1,likely_real_port,True
Cockermouth,1,likely_real_port,True
Sunderwall,1,likely_real_port,True
Hudswell,1,likely_real_port,True
"Clark & Co. coals, battens, and boards",1,likely_real_port,True
Hovens,1,likely_real_port,True
Barthurst,1,likely_real_port,True
Simm,1,likely_real_port,True
Scandinavian,1,likely_real_port,True
Scandinavia,1,likely_real_port,True
Mai a,1,likely_real_port,True
Barnett,1,likely_real_port,True
Chatuvner,1,likely_real_port,True
"Barstow, & Co.",1,ambiguous,True
McTavish,1,ocr_error,False
Glostrup,1,likely_real_port,True
Ega,1,ocr_error,False
Nytes,1,likely_real_port,True
XIV.,1,likely_real_port,True
"Johnson, Oak",1,likely_real_port,True
"Thomas, of Pictou",1,likely_real_port,True
De B,1,likely_real_port,True
Halmsta,1,likely_real_port,True
Schabk,1,likely_real_port,True
Bridoggens,1,likely_real_port,True
Bun,1,ocr_error,False
New York S.S. co. spokes,1,likely_real_port,True
Hergo,1,likely_real_port,True
"Barnes Bristol. THOMAS JOHN, JUN., & CO., Fenchurch Avenue, London",1,likely_real_port,True
Pearl,1,likely_real_port,True
Filer,1,likely_real_port,True
Pice,1,likely_real_port,True
"Handy, mast and spar",1,likely_real_port,True
Swan,1,likely_real_port,True
Carlsson,1,likely_real_port,True
Kallmar,1,likely_real_port,True
Wynstock,1,likely_real_port,True
Sister,1,likely_real_port,True
Stuttkurt,1,likely_real_port,True
Wilton,1,likely_real_port,True
Side,1,likely_real_port,True
Gothenburgh,1,likely_real_port,True
Domk,1,likely_real_port,True
Martha,1,likely_real_port,True
Pehl,1,likely_real_port,True
Foster & Co.,1,ambiguous,True
"With, Webster, & Co.",1,ambiguous,True
Sun... P. & J. Will... Oswald,1,ocr_error,False
Cron...,1,ocr_error,False
Correction.,1,likely_real_port,True
"Salo, Abo",1,likely_real_port,True
Quella,1,likely_real_port,True
Armord,1,likely_real_port,True
Sietwende,1,likely_real_port,True
Arkhangel,1,likely_real_port,True
Hogaholm,1,likely_real_port,True
Glommen,1,likely_real_port,True
Hofsten,1,likely_real_port,True
Eliza,1,likely_real_port,True
Tromsoe,1,likely_real_port,True
"Quilter, &c.",1,ambiguous,True
Gala,1,likely_real_port,True
Frostkage,1,likely_real_port,True
Battvik,1,likely_real_port,True
J. & T. T. Brown Britannia,1,ambiguous,True
Omsach,1,likely_real_port,True
Miramishi,1,likely_real_port,True
Now York,1,likely_real_port,True
Waranda,1,likely_real_port,True
"Valtines, N. B.",1,ambiguous,True
Herrnesand,1,likely_real_port,True
Scheerboom,1,likely_real_port,True
Deer,1,likely_real_port,True
Now Orleans,1,likely_real_port,True
Verfed,1,likely_real_port,True
Poston,1,likely_real_port,True
Fikilippa,1,likely_real_port,True
"Newport News, V.",1,likely_real_port,True
Stave yard Alpha,1,likely_real_port,True
"Burt, Boulton, & Haywood",1,likely_real_port,True
O xe osund,1,likely_real_port,True
Forrsogrund,1,likely_real_port,True
Biorer,1,likely_real_port,True
Rosand,1,likely_real_port,True
Instadt,1,likely_real_port,True
Moller thenburg,1,likely_real_port,True
ASSOCIATION.,1,likely_real_port,True
Cedfe,1,likely_real_port,True
Imrie,1,likely_real_port,True
Foss,1,likely_real_port,True
Chadwick and Smith,1,likely_real_port,True
N. B.,1,ocr_error,False
Bordeaaux,1,likely_real_port,True
Offa,1,likely_real_port,True
"Barkow, N. S.",1,ambiguous,True
Sorillan,1,likely_real_port,True
Fairwater,1,likely_real_port,True
"Ny, Karleby",1,likely_real_port,True
Arnmore,1,likely_real_port,True
Stephenson,1,likely_real_port,True
"Windsor, N.S.",1,ambiguous,True
Batscan,1,likely_real_port,True
Iquique,1,likely_real_port,True
Kertch,1,likely_real_port,True
Scutt.,1,likely_real_port,True
Solley & Co.,1,ambiguous,True
Brigg,1,likely_real_port,True
Carnll,1,likely_real_port,True
Corumna,1,likely_real_port,True
Toulon,1,likely_real_port,True
"Hofsten, Gothenburg",1,likely_real_port,True
Topsham,1,likely_real_port,True
Lysvig,1,likely_real_port,True
Thorislie and Skien,1,likely_real_port,True
Elmslie,1,likely_real_port,True
"12,156 deals and deal ends",1,ambiguous,True
Charter,1,likely_real_port,True
"WALNUT, Figured OAK, WAINSCOT, BIRCH, TEAK, ASH, PITCH PINE, DEALS, MATCHING, FLOORING, &c., always in Stock. MAHOGANY and other Furniture Woods, in LOGS.",1,parsing_error,False
Myrnas,1,likely_real_port,True
"Charleston, N.S.",1,likely_real_port,True
GAS,1,ambiguous,True
"Tapia, Spain",1,likely_real_port,True
Newport Nows,1,likely_real_port,True
Sto ckhclm,1,likely_real_port,True
Aalsund,1,likely_real_port,True
Monstera s,1,likely_real_port,True
Achenbach,1,likely_real_port,True
Gotheaburg,1,likely_real_port,True
from Halifax,1,ambiguous,True
Cbristiansand,1,likely_real_port,True
Fredrikvaern,1,likely_real_port,True
Stockholm and Soderhamn,1,likely_real_port,True
Nightingale,1,likely_real_port,True
Hugo,1,likely_real_port,True
Forth,1,likely_real_port,True
Ridley,1,likely_real_port,True
Badeck,1,likely_real_port,True
Mezene,1,likely_real_port,True
Cathcart,1,likely_real_port,True
Eydtkuhnen,1,likely_real_port,True
Hiamba,1,likely_real_port,True
Britta,1,likely_real_port,True
Sobro,1,likely_real_port,True
Dalguise,1,likely_real_port,True
",, & Hansept",1,ambiguous,True
Marietta,1,likely_real_port,True
Finnvaal,1,likely_real_port,True
Armanda,1,likely_real_port,True
IIogo,1,likely_real_port,True
Chudleigh,1,likely_real_port,True
Mab,1,ocr_error,False
Puteaux,1,likely_real_port,True
P. E. I.,1,ocr_error,False
Pictous,1,likely_real_port,True
Cromarty,1,likely_real_port,True
Helloa,1,likely_real_port,True
Bruijn,1,likely_real_port,True
Blomqvist,1,likely_real_port,True
ST. Ives do.,1,ambiguous,True
Angels,1,likely_real_port,True
Reed,1,likely_real_port,True
Eiver Denyse,1,likely_real_port,True
Order. P.M.&H.,1,ocr_error,False
Bermudas,1,likely_real_port,True
Dammers,1,likely_real_port,True
Calypso,1,likely_real_port,True
Bruno,1,likely_real_port,True
Quisnnbahl,1,likely_real_port,True
S. T.,1,ocr_error,False
B. S.,1,ocr_error,False
Rookh,1,likely_real_port,True
S.S.,1,ocr_error,False
Bene,1,likely_real_port,True
Jonkoping,1,likely_real_port,True
Rosetta,1,likely_real_port,True
Helmsund,1,likely_real_port,True
Sons c,1,likely_real_port,True
Fahestad,1,likely_real_port,True
Rugewalde,1,likely_real_port,True
Landa.,1,likely_real_port,True
Kelly,1,likely_real_port,True
"Slate, &c.",1,ambiguous,True
"I noticed in your paper a notice of Mr. Wood, warning against imitations of his chisels. I should be glad if any of your readers could inform me if there is a patent for called imitation chisels, and, if so, in what the patent consists, and if I can be forced not to use any self",1,parsing_error,False
Dispensary.,1,likely_real_port,True
Church.,1,likely_real_port,True
Yellow,1,likely_real_port,True
Ironwood.,1,likely_real_port,True
"Sheliac, N.B.",1,ambiguous,True
Mathieu,1,likely_real_port,True
Sodorhamn,1,likely_real_port,True
L'Abbe,1,likely_real_port,True
Goundry,1,likely_real_port,True
Housie,1,likely_real_port,True
Morliax,1,likely_real_port,True
Stockholm and Rafso,1,likely_real_port,True
Stockholm & Nynamn,1,likely_real_port,True
Fredrikshamn & Helsingfors,1,likely_real_port,True
"Sheet Harbour, Canada",1,likely_real_port,True
Klampenberg,1,likely_real_port,True
Latakia,1,likely_real_port,True
"Tremase, Kelleham",1,likely_real_port,True
that contended for by Mr. Kennedy Esdaile,1,ambiguous,True
Gustafshemn,1,likely_real_port,True
Raiso,1,likely_real_port,True
Monksund,1,likely_real_port,True
Ahla,1,likely_real_port,True
Fre.irikshald,1,likely_real_port,True
Haitfjuden,1,likely_real_port,True
Backmann,1,likely_real_port,True
Kristinestadt,1,likely_real_port,True
Kingsport,1,likely_real_port,True
Weatour,1,likely_real_port,True
"Hansen, R.",1,ambiguous,True
Clapton,1,likely_real_port,True
Sadler,1,likely_real_port,True
"Strand, N.",1,ambiguous,True
Archibald,1,likely_real_port,True
Mackintosh,1,likely_real_port,True
Hilton,1,likely_real_port,True
Ventito,1,likely_real_port,True
Olaus,1,likely_real_port,True
Hauritid,1,likely_real_port,True
Samblende,1,likely_real_port,True
Tann,1,likely_real_port,True
Bro,1,ocr_error,False
Salm,1,likely_real_port,True
Johannessen,1,likely_real_port,True
Press,1,likely_real_port,True
Middlebrough,1,likely_real_port,True
G,1,ambiguous,True
Single,1,likely_real_port,True
Hants,1,likely_real_port,True
Imogen,1,likely_real_port,True
Fordenskjold,1,likely_real_port,True
Avis,1,likely_real_port,True
Cristobal,1,likely_real_port,True
Don,1,ocr_error,False
Antofogasta,1,likely_real_port,True
Bredvik,1,likely_real_port,True
Slee,1,likely_real_port,True
Posmo,1,likely_real_port,True
Bandon,1,likely_real_port,True
Queenstown,1,likely_real_port,True
Erevan,1,likely_real_port,True
Ormsitlo,1,likely_real_port,True
Expression,1,likely_real_port,True
"Sheet Harbour, N. B.",1,ambiguous,True
Po,1,ocr_error,False
Edmunds.,1,likely_real_port,True
Terrace.,1,likely_real_port,True
"Economy, N.B.",1,ambiguous,True
Aaland,1,likely_real_port,True
Napier,1,likely_real_port,True
Fiume and Trieste,1,likely_real_port,True
Karenhdel,1,likely_real_port,True
Nora,1,likely_real_port,True
Valvig,1,likely_real_port,True
Atu,1,ocr_error,False
Gefle and Sandarne,1,likely_real_port,True
"The bankrupt attended at the London Bankruptcy Court, on Thursday, before Mr. Registrar Barker, for adjourned public examination. The proceedings had been adjourned from a previous sitting for the production of a cash account, which was not, however, now forthcoming. The Official Receiver said he did not propose to examine to close with the bankrupt, and he therefore applied for an order concluding it, which was granted. COLE, R.D., builder, Ryde.",1,likely_real_port,True
", Wardour Street, W. Reves",1,ambiguous,True
", King's Cross Pressland",1,ambiguous,True
Champagne,1,likely_real_port,True
"Hond., logs",1,likely_real_port,True
Jutnipar,1,likely_real_port,True
Hudiksvalla,1,likely_real_port,True
Frderikstad,1,likely_real_port,True
Carshamn,1,likely_real_port,True
"Port Medway, N.B.",1,likely_real_port,True
Asbecka,1,likely_real_port,True
Chili,1,likely_real_port,True
"Wilson appeared in this case, on Saturday last, in the Queen's Bench Division, before Mr. Justice Cave and Mr. Baron Pollock, on behalf of the defendants, on appeal against an order made by Mr. Justice Field, at Chambers, refusing to allow them to amend the writ in the action by adding the name of one Donald as a co",1,likely_real_port,True
Nafso,1,likely_real_port,True
Sanvorken,1,likely_real_port,True
Finebont,1,likely_real_port,True
Oster Tangan,1,likely_real_port,True
SWEDEN.,1,likely_real_port,True
"Town, Devonport.",1,likely_real_port,True
Fordeux,1,likely_real_port,True
Holst,1,likely_real_port,True
Fecamp,1,likely_real_port,True
Swindon.,1,likely_real_port,True
"Baltimore, U.S.A.",1,likely_real_port,True
Merlaix,1,likely_real_port,True
"St. Verte, N.B.",1,ambiguous,True
Halax,1,likely_real_port,True
Pat,1,ocr_error,False
Acre.,1,likely_real_port,True
"Mr. H. D. M. Page, solicitor, of Portland Street, Southampton, has presented a petition in bankruptcy, in the local Bankruptcy Court, on behalf of this debtor, and the Registrar, Mr. John Daw, has made the usual receiving order constituting Mr. J. C. Mobberley, Official Receiver, receiver of the estate and effects. BATCHELOR, WM., contractor, Forest Hill.",1,likely_real_port,True
"The sitting for the adjourned examination was held last week before Mr. Registrar Daw. In reply to Mr. Bell, the senior debtor repeated the answers previously given with reference to the removal of goods by Mr. Furber. The Registrar said that he had not allowed the debtors to pass on the ground that they had not disclosed their affairs, and he was also of opinion, though he had not the power to deal with this himself, that if the trustee thought there was sufficient evidence to justify a prosecution, the Court would order it. He should adjourn the examination sine die. BROOKE, WM., joiner, Middle Road Earlsheaton, near Dewsbury.",1,likely_real_port,True
Rosa,1,likely_real_port,True
C. Helsingfors,1,likely_real_port,True
Mone,1,likely_real_port,True
Holms,1,likely_real_port,True
Marsund,1,likely_real_port,True
Guttstrom,1,likely_real_port,True
Chicon timi,1,likely_real_port,True
Ruginwalde,1,likely_real_port,True
St. Mary's River,1,likely_real_port,True
Brun,1,likely_real_port,True
"Shelburne, N.S.",1,likely_real_port,True
"Port Hill, P.E.I.",1,likely_real_port,True
'St. Petersburg,1,ambiguous,True
Stronvik,1,likely_real_port,True
Porsoget,1,likely_real_port,True
Gothenburg g,1,likely_real_port,True
"Hotel, Nottingham. Tucker W. H., Nottingham, Official Receiver. The Misses Brown, builders, &c., St. Peter's, Thanet.",1,likely_real_port,True
"LONDON, W.",1,ambiguous,True
Werkebaek,1,likely_real_port,True
Nymph,1,likely_real_port,True
Greenland,1,likely_real_port,True
Kangror,1,likely_real_port,True
Piiladelphia,1,likely_real_port,True
Murphy,1,likely_real_port,True
Fide,1,likely_real_port,True
"Christiansand, &c.",1,likely_real_port,True
Menado,1,likely_real_port,True
George,1,likely_real_port,True
The public examination of this debtor took place at the Burton,1,likely_real_port,True
Halifax & Baltimore,1,likely_real_port,True
Fiume & Gibraltar,1,likely_real_port,True
Laven,1,likely_real_port,True
Trygueyen,1,likely_real_port,True
"property, and that he was desirous of settling the whole of it upon trust for the benefit of his wife, himself, and his children, and for the purpose of effectuating that interest was about to transfer the shares into the names of Todd & Miller, it was witnessed that Ashcroft assigned to Todd & Miller the plate, furniture, and effects, and his interests in the bank annuities and stock to hold",1,ambiguous,True
Sin,1,ocr_error,False
"Newport News, Va",1,likely_real_port,True
", Hanley",1,ambiguous,True
Redhill.,1,likely_real_port,True
Hushgoik,1,likely_real_port,True
Geila,1,likely_real_port,True
Nicol,1,likely_real_port,True
Inverleith Windau,1,likely_real_port,True
Sutcliffe,1,likely_real_port,True
Lintner,1,likely_real_port,True
Orotastadt,1,likely_real_port,True
Use.,1,likely_real_port,True
Crank,1,likely_real_port,True
"Mr. John C. Atkinson, timber mer",1,parsing_error,False
Rob,1,ocr_error,False
Faz,1,ocr_error,False
Cle,1,ocr_error,False
"Street, London Bridge",1,likely_real_port,True
"Street, E.C.",1,ambiguous,True
Wisnasoer,1,likely_real_port,True
"fox, Elliot, & Co. Wodon",1,ambiguous,True
Burholmen,1,likely_real_port,True
Paquebot de Brest,1,likely_real_port,True
The sitting for the public examina,1,likely_real_port,True
IV.,1,ocr_error,False
Sundawall,1,likely_real_port,True
Strommas,1,likely_real_port,True
Aimee Victoire,1,likely_real_port,True
"Any information will be welcome as to the best form of stove for timber and joiners' work, heated by using waste materials from a joiner's shop, and moulding machines, &c.",1,parsing_error,False
Tenoning.,1,likely_real_port,True
Saws.,1,likely_real_port,True
Sharpening.,1,likely_real_port,True
Reni,1,likely_real_port,True
Geroe,1,likely_real_port,True
Skattenbones,1,likely_real_port,True
Gum.,1,likely_real_port,True
What form of log frame do you recommend as the best and most reliable for the above purpose,1,likely_real_port,True
feed Saw Bench for Colonial Use.,1,ambiguous,True
Frame.,1,likely_real_port,True
Vato,1,likely_real_port,True
Breaken,1,likely_real_port,True
"fated vessel is Mr. A. C. Hamerton, until recently the representative and measurer of the well",1,ambiguous,True
Messen,1,likely_real_port,True
Hortense,1,likely_real_port,True
Redbont,1,likely_real_port,True
R. & R. Bayly,1,likely_real_port,True
"dispute, but it was probable the whole would now be adjusted outside of Chancery, negotiations for that purpose now being opened. The debtors' costs in these actions were more than accounted for in the deficiency. After hearing the course taken for the disposal of the estate the meeting adjourned. DOUGLAS, WILLIAM, builder and contractor, Queen's Gate, South Kensington, and Chelsea.",1,parsing_error,False
Fort Launay,1,likely_real_port,True
Tapia,1,likely_real_port,True
New O.leans,1,likely_real_port,True
Nikskald,1,likely_real_port,True
Trinidade,1,likely_real_port,True
Oxelosund & Soderhamn,1,likely_real_port,True
Wiken,1,likely_real_port,True
Oromocto,1,likely_real_port,True
Ahlo,1,likely_real_port,True
Treshchow,1,likely_real_port,True
Pringle,1,likely_real_port,True
Skensran,1,likely_real_port,True
Ljughorn,1,likely_real_port,True
Mr. Jameson and Mr. Younger. Agents,1,likely_real_port,True
Mr. Gloag and Mr. J. A. Reid. Agents,1,ambiguous,True
"Economy, U.S.",1,ambiguous,True
Avonmouth,1,likely_real_port,True
Port au,1,likely_real_port,True
Franck,1,likely_real_port,True
Solstradstrom,1,likely_real_port,True
Holme strand,1,likely_real_port,True
OMITTED.,1,likely_real_port,True
"Bay Verte, Montreal",1,likely_real_port,True
Hillsborough N.B.,1,likely_real_port,True
Sundswal,1,likely_real_port,True
End.,1,likely_real_port,True
Neder Kalix and Sweden,1,likely_real_port,True
Salvator,1,likely_real_port,True
Cochon,1,likely_real_port,True
St. Paul's Bay,1,likely_real_port,True
Borrga,1,likely_real_port,True
